日付,名前,緯度,経度
2026/09/05,大地の精霊,43.108448,141.235085
2026/09/05,大地の精霊,38.928225,139.862754
2026/09/05,大地の精霊,37.494735,140.276049
2026/09/05,大地の精霊,39.700155,140.712959
2026/09/05,大地の精霊,40.451601,141.590681
2026/09/05,大地の精霊,35.678424,139.533598
2026/09/05,大地の精霊,35.36941,139.643163
2026/09/05,大地の精霊,36.025223,140.054916
2026/09/05,大地の精霊,36.025597,136.269087
2026/09/05,大地の精霊,34.785629,135.390937
2026/09/05,大地の精霊,34.459676,133.388175
2026/09/05,大地の精霊,35.433558,133.360658
2026/09/05,大地の精霊,34.092817,134.485903
2026/09/05,大地の精霊,33.514379,130.151196
2026/09/05,大地の精霊,33.395443,130.672071
2026/09/05,大地の精霊,43.142762,141.644502
2026/09/05,大地の精霊,40.560087,140.521097
2026/09/05,大地の精霊,33.92282,133.25099
2026/09/05,大地の精霊,33.672783,131.029017
2026/09/05,大地の精霊,45.388553,141.70084
2026/09/05,大地の精霊,45.120898,142.359295
2026/09/05,大地の精霊,43.867587,142.387451
2026/09/05,大地の精霊,36.230288,139.012571
2026/09/05,大地の精霊,35.122961,136.488983
2026/09/05,大地の精霊,34.079394,131.550179
2026/09/05,大地の精霊,35.678944,139.533706
2026/09/05,水の精霊,41.789438,140.82063
2026/09/05,水の精霊,35.472182,140.41203
2026/09/05,水の精霊,35.986723,139.369005
2026/09/05,水の精霊,36.064033,139.69813
2026/09/05,水の精霊,37.948069,139.122101
2026/09/05,水の精霊,35.497836,137.77698
2026/09/05,水の精霊,34.668812,137.778603
2026/09/05,水の精霊,34.811689,137.750348
2026/09/05,水の精霊,34.889636,134.95201
2026/09/05,水の精霊,34.381454,131.193545
2026/09/05,水の精霊,44.480463,142.332237
2026/09/05,水の精霊,40.173698,140.795016
2026/09/05,水の精霊,36.561213,138.903751
2026/09/05,水の精霊,35.935304,140.576091
2026/09/05,水の精霊,34.733841,137.969779
2026/09/05,水の精霊,35.523752,135.089033
2026/09/05,水の精霊,35.239896,140.082305
2026/09/05,水の精霊,35.768277,140.657966
2026/09/05,水の精霊,35.562274,139.177245
2026/09/05,水の精霊,36.243518,140.411436
2026/09/05,水の精霊,34.4595,134.86925
2026/09/05,水の精霊,40.919593,140.353675
2026/09/05,水の精霊,35.999419,137.85804
2026/09/05,炎の精霊,42.492321,140.824878
2026/09/05,炎の精霊,38.545547,140.932088
2026/09/05,炎の精霊,40.307224,141.317017
2026/09/05,炎の精霊,35.317336,139.64335
2026/09/05,炎の精霊,35.369018,139.478753
2026/09/05,炎の精霊,36.586675,138.847832
2026/09/05,炎の精霊,36.21625,136.186072
2026/09/05,炎の精霊,34.798763,136.131712
2026/09/05,炎の精霊,35.058412,135.966942
2026/09/05,炎の精霊,33.988484,133.552142
2026/09/05,炎の精霊,33.223319,130.205973
