日付,名前,緯度,経度
2026/09/03,大地の精霊,41.467498,140.026717
2026/09/03,大地の精霊,38.248397,140.770848
2026/09/03,大地の精霊,35.704284,139.313875
2026/09/03,大地の精霊,34.654795,137.3673
2026/09/03,大地の精霊,35.485746,135.451083
2026/09/03,大地の精霊,35.292458,135.088847
2026/09/03,大地の精霊,34.616698,133.936912
2026/09/03,大地の精霊,32.771546,130.699779
2026/09/03,大地の精霊,34.027943,132.866887
2026/09/03,水の精霊,38.507492,141.289487
2026/09/03,水の精霊,37.58505,140.411315
2026/09/03,水の精霊,37.01976,140.38211
2026/09/03,水の精霊,39.173576,140.465759
2026/09/03,水の精霊,40.740265,140.603501
2026/09/03,水の精霊,40.571992,140.493599
2026/09/03,水の精霊,40.53591,141.45392
2026/09/03,水の精霊,35.909737,139.863331
2026/09/03,水の精霊,36.101791,139.944706
2026/09/03,水の精霊,36.713861,136.926556
2026/09/03,水の精霊,35.472807,137.503027
2026/09/03,水の精霊,38.072556,139.396804
2026/09/03,水の精霊,37.735372,138.875345
2026/09/03,水の精霊,36.713594,138.353548
2026/09/03,水の精霊,34.655098,136.543307
2026/09/03,水の精霊,34.811892,134.019095
2026/09/03,水の精霊,34.040226,134.486017
2026/09/03,水の精霊,33.567011,133.662422
2026/09/03,水の精霊,38.11034,140.027266
2026/09/03,水の精霊,36.100946,140.16378
2026/09/03,炎の精霊,38.854022,139.863555
2026/09/03,炎の精霊,36.254714,138.902764
2026/09/03,炎の精霊,36.358236,139.231056
2026/09/03,炎の精霊,36.409126,140.383692
2026/09/03,炎の精霊,35.291248,136.844956
2026/09/03,炎の精霊,34.630213,135.940683
2026/09/03,炎の精霊,35.084433,135.967273
2026/09/03,炎の精霊,34.035208,133.882062
2026/09/03,炎の精霊,33.725272,130.480334
2026/09/03,炎の精霊,33.210129,130.67158
2026/09/03,炎の精霊,32.904723,130.535089
2026/09/03,風の精霊,42.469783,141.151485
2026/09/03,風の精霊,42.958328,141.482095
2026/09/03,風の精霊,42.865076,141.646135
2026/09/03,風の精霊,38.272453,140.987771
2026/09/03,風の精霊,35.162781,140.301776
2026/09/03,風の精霊,35.935189,139.58862
2026/09/03,風の精霊,35.614162,139.670823
2026/09/03,風の精霊,36.293613,139.479051
2026/09/03,風の精霊,35.484398,139.287039
2026/09/03,風の精霊,36.610958,140.658954
2026/09/03,風の精霊,36.331704,139.944892
2026/09/03,風の精霊,36.713883,137.25641
2026/09/03,風の精霊,35.304648,136.543124
2026/09/03,風の精霊,34.888189,136.817925
2026/09/03,風の精霊,35.175194,136.817486
2026/09/03,風の精霊,37.646681,139.06624
2026/09/03,風の精霊,37.923137,139.177247
2026/09/03,風の精霊,36.561083,138.13385
2026/09/03,風の精霊,36.115242,137.61313
2026/09/03,風の精霊,34.668534,138.930114
2026/09/03,風の精霊,34.850176,138.161256
2026/09/03,風の精霊,35.123827,136.652802
2026/09/03,風の精霊,34.785836,136.104479
2026/09/03,風の精霊,34.745929,134.978945
2026/09/03,風の精霊,34.734356,135.225789
2026/09/03,風の精霊,34.811781,134.567781
2026/09/03,風の精霊,33.921753,135.171432
2026/09/03,風の精霊,34.472885,135.555564
2026/09/03,風の精霊,34.616375,135.41798
2026/09/03,風の精霊,34.850547,135.638005
2026/09/03,風の精霊,34.473089,135.775097
2026/09/03,風の精霊,34.98056,135.912232
2026/09/03,風の精霊,35.072032,132.59232
2026/09/03,風の精霊,34.53764,133.278708
2026/09/03,風の精霊,33.196549,132.564917
2026/09/03,風の精霊,32.197296,130.726697
2026/09/03,風の精霊,32.838984,130.833335
2026/09/03,風の精霊,33.685732,130.398627
2026/09/03,風の精霊,33.923327,130.727488
2026/09/03,風の精霊,31.726604,130.589712
2026/09/03,風の精霊,43.153999,140.740013
2026/09/03,風の精霊,45.020558,141.837906
2026/09/03,風の精霊,42.991573,140.577532
2026/09/03,風の精霊,35.317308,139.862881
2026/09/03,風の精霊,36.01223,140.302162
2026/09/03,風の精霊,35.716944,138.463054
2026/09/03,風の精霊,34.629359,137.201622
2026/09/03,風の精霊,34.106617,136.214063
