日付,名前,緯度,経度
2026/09/26,大地の精霊,43.177915,141.014446
2026/09/26,大地の精霊,42.969668,143.209893
2026/09/26,大地の精霊,36.472771,139.752975
2026/09/26,大地の精霊,34.849954,137.393628
2026/09/26,大地の精霊,34.889813,136.433462
2026/09/26,大地の精霊,35.343263,136.296425
2026/09/26,大地の精霊,34.420471,132.923079
2026/09/26,大地の精霊,36.12727,136.268862
2026/09/26,大地の精霊,34.302807,132.565641
2026/09/26,大地の精霊,34.040966,133.607561
2026/09/26,大地の精霊,36.12858,138.463755
2026/09/26,大地の精霊,33.804149,132.894337
2026/09/26,水の精霊,42.457848,140.904593
2026/09/26,水の精霊,45.020558,141.837906
2026/09/26,水の精霊,42.969855,140.520118
2026/09/26,水の精霊,42.587844,140.987525
2026/09/26,水の精霊,38.34641,140.822872
2026/09/26,水の精霊,38.543965,141.370836
2026/09/26,水の精霊,37.043075,140.823026
2026/09/26,水の精霊,35.291358,139.917253
2026/09/26,水の精霊,36.204355,139.286415
2026/09/26,水の精霊,36.637335,139.945218
2026/09/26,水の精霊,36.408064,139.835258
2026/09/26,水の精霊,35.291235,139.588434
2026/09/26,水の精霊,35.44641,139.643324
2026/09/26,水の精霊,36.434078,139.286793
2026/09/26,水の精霊,36.34478,139.259319
2026/09/26,水の精霊,36.306381,139.176847
2026/09/26,水の精霊,35.986957,140.302448
2026/09/26,水の精霊,36.242716,140.301862
2026/09/26,水の精霊,35.75782,140.791869
2026/09/26,水の精霊,35.935491,140.630775
2026/09/26,水の精霊,35.472807,137.503027
2026/09/26,水の精霊,35.445943,136.954487
2026/09/26,水の精霊,34.838355,137.037022
2026/09/26,水の精霊,35.058561,136.845
2026/09/26,水の精霊,36.459451,136.543323
2026/09/26,水の精霊,37.043238,136.817769
2026/09/26,水の精霊,35.123827,136.652802
2026/09/26,水の精霊,33.869602,135.171247
2026/09/26,水の精霊,34.001428,131.165679
2026/09/26,水の精霊,32.730993,130.671988
2026/09/26,水の精霊,43.459079,143.760084
2026/09/26,水の精霊,43.935142,144.19766
2026/09/26,水の精霊,43.015942,144.417007
2026/09/26,水の精霊,43.691793,142.088644
2026/09/26,水の精霊,37.985621,140.905761
2026/09/26,水の精霊,36.127416,137.256607
2026/09/26,水の精霊,34.850622,137.503401
2026/09/26,水の精霊,36.815288,138.353782
2026/09/26,水の精霊,34.746546,132.894727
2026/09/26,水の精霊,41.146938,140.823042
2026/09/26,水の精霊,35.446681,137.44885
2026/09/26,水の精霊,34.655539,137.20175
2026/09/26,水の精霊,35.084196,136.789544
2026/09/26,水の精霊,35.187727,137.448727
2026/09/26,水の精霊,37.005156,138.27089
2026/09/26,水の精霊,33.368422,132.812039
2026/09/26,水の精霊,36.203217,139.288106
2026/09/26,水の精霊,34.225726,134.594455
2026/09/26,炎の精霊,42.969668,143.209893
2026/09/26,炎の精霊,38.259523,140.301842
2026/09/26,炎の精霊,35.356092,139.23178
2026/09/26,炎の精霊,36.637527,137.092062
2026/09/26,炎の精霊,37.710466,138.929981
2026/09/26,炎の精霊,36.12727,136.268862
2026/09/26,炎の精霊,35.174972,138.683136
2026/09/26,炎の精霊,34.185101,135.171555
2026/09/26,炎の精霊,33.487509,133.497911
2026/09/26,炎の精霊,33.249513,131.577559
2026/09/26,炎の精霊,32.984477,131.851603
2026/09/26,炎の精霊,32.250242,131.549907
2026/09/26,炎の精霊,32.557029,131.632631
2026/09/26,炎の精霊,43.14315,141.645648
2026/09/26,炎の精霊,43.097324,144.115305
2026/09/26,炎の精霊,34.811533,139.066905
2026/09/26,炎の精霊,33.948103,130.890472
2026/09/26,炎の精霊,43.477118,141.893599
2026/09/26,炎の精霊,38.481133,139.534146
2026/09/26,炎の精霊,35.330759,135.99472
2026/09/26,炎の精霊,43.478195,141.892799
2026/09/26,風の精霊,37.923039,140.109648
2026/09/26,風の精霊,35.909458,139.53359
2026/09/26,風の精霊,36.101976,139.670774
2026/09/26,風の精霊,37.181896,138.765385
2026/09/26,風の精霊,34.850494,137.668117
2026/09/26,風の精霊,34.941644,138.353811
2026/09/26,風の精霊,34.695123,138.21653
2026/09/26,風の精霊,35.136134,138.764837
2026/09/26,風の精霊,33.804767,135.253201
2026/09/26,風の精霊,34.459824,135.582622
2026/09/26,風の精霊,34.237517,132.702345
2026/09/26,風の精霊,34.551288,133.250746
2026/09/26,風の精霊,33.882829,133.16865
2026/09/26,風の精霊,33.961955,133.443348
2026/09/26,風の精霊,34.237067,133.68973
2026/09/26,風の精霊,33.553996,133.580203
2026/09/26,風の精霊,32.744673,129.876757
2026/09/26,風の精霊,34.863775,134.403917
2026/09/26,風の精霊,34.433545,132.783036
2026/09/26,風の精霊,33.592994,131.24759
2026/09/26,風の精霊,33.685732,130.398627
2026/09/26,風の精霊,34.7333,136.2153
2026/09/26,風の精霊,34.458287,135.58048
