日付,名前,緯度,経度
2026/09/09,大地の精霊,43.178143,141.460762
2026/09/09,大地の精霊,39.406389,140.494573
2026/09/09,大地の精霊,35.562423,140.109535
2026/09/09,大地の精霊,35.31794,139.369114
2026/09/09,大地の精霊,36.281016,139.011726
2026/09/09,大地の精霊,37.169577,138.243851
2026/09/09,大地の精霊,35.176645,136.54509
2026/09/09,大地の精霊,33.738997,135.391026
2026/09/09,大地の精霊,34.080126,131.714582
2026/09/09,大地の精霊,35.408246,133.41519
2026/09/09,大地の精霊,33.514665,130.151911
2026/09/09,大地の精霊,43.050839,141.261833
2026/09/09,水の精霊,43.810003,142.468322
2026/09/09,水の精霊,43.786989,142.304029
2026/09/09,水の精霊,38.367239,140.933433
2026/09/09,水の精霊,39.37068,141.01458
2026/09/09,水の精霊,35.587965,140.439282
2026/09/09,水の精霊,35.445663,139.532934
2026/09/09,水の精霊,36.370443,140.136827
2026/09/09,水の精霊,36.586642,137.146776
2026/09/09,水の精霊,36.713601,137.036656
2026/09/09,水の精霊,35.395075,137.064494
2026/09/09,水の精霊,34.968414,136.98197
2026/09/09,水の精霊,37.559763,138.930094
2026/09/09,水の精霊,37.018285,137.860534
2026/09/09,水の精霊,37.8481,139.231771
2026/09/09,水の精霊,35.858276,136.186597
2026/09/09,水の精霊,35.006674,138.490938
2026/09/09,水の精霊,34.772566,137.668265
2026/09/09,水の精霊,34.980686,136.625356
2026/09/09,水の精霊,34.694593,134.924453
2026/09/09,水の精霊,34.915923,135.226336
2026/09/09,水の精霊,33.77845,135.307997
2026/09/09,水の精霊,34.185101,135.171555
2026/09/09,水の精霊,34.616375,135.41798
2026/09/09,水の精霊,34.889835,135.555534
2026/09/09,水の精霊,34.629909,133.690188
2026/09/09,水の精霊,35.395109,132.728309
2026/09/09,水の精霊,35.498243,133.498867
2026/09/09,水の精霊,33.988484,133.552142
2026/09/09,水の精霊,33.633115,133.690203
2026/09/09,水の精霊,33.3547,130.53484
2026/09/09,水の精霊,33.448045,130.672508
2026/09/09,水の精霊,33.804364,130.589558
2026/09/09,水の精霊,33.895907,130.946903
2026/09/09,水の精霊,38.780245,139.862987
2026/09/09,水の精霊,38.035994,139.367441
2026/09/09,水の精霊,35.097264,138.463708
2026/09/09,水の精霊,34.824496,137.555866
2026/09/09,水の精霊,34.928565,136.461456
2026/09/09,水の精霊,34.863812,135.445937
2026/09/09,水の精霊,34.63462,133.720093
2026/09/09,水の精霊,35.524,133.9925
2026/09/09,水の精霊,34.316059,134.183836
2026/09/09,水の精霊,31.672251,130.315488
2026/09/09,炎の精霊,43.210081,140.988681
2026/09/09,炎の精霊,43.177813,141.290507
2026/09/09,炎の精霊,38.272175,140.329255
2026/09/09,炎の精霊,37.935322,140.082154
2026/09/09,炎の精霊,35.704389,140.027351
2026/09/09,炎の精霊,36.050516,139.341565
2026/09/09,炎の精霊,35.252728,139.725629
2026/09/09,炎の精霊,36.204386,139.615492
2026/09/09,炎の精霊,34.90268,134.75978
2026/09/09,炎の精霊,37.056296,138.929458
2026/09/09,風の精霊,43.177999,140.795492
2026/09/09,風の精霊,37.985115,140.740941
2026/09/09,風の精霊,39.308712,140.492646
2026/09/09,風の精霊,35.586305,139.780533
2026/09/09,風の精霊,36.510556,139.671364
2026/09/09,風の精霊,36.089056,140.246898
2026/09/09,風の精霊,36.190802,140.411
2026/09/09,風の精霊,36.178653,140.109753
2026/09/09,風の精霊,35.097651,138.902449
2026/09/09,風の精霊,34.824766,135.692716
2026/09/09,風の精霊,34.355553,135.363437
2026/09/09,風の精霊,34.590364,135.69297
2026/09/09,風の精霊,34.94134,135.939715
2026/09/09,風の精霊,35.317267,132.676399
2026/09/09,風の精霊,34.276439,132.729353
2026/09/09,風の精霊,33.196493,130.150769
2026/09/09,風の精霊,33.315709,130.288167
2026/09/09,風の精霊,33.184095,131.768449
2026/09/09,風の精霊,33.169857,131.632805
2026/09/09,風の精霊,32.196979,130.782766
2026/09/09,風の精霊,42.457566,141.179436
2026/09/09,風の精霊,43.062156,143.209301
2026/09/09,風の精霊,37.660313,139.863458
2026/09/09,風の精霊,40.59584,140.548195
2026/09/09,風の精霊,36.408625,139.837203
2026/09/09,風の精霊,37.760263,139.094677
2026/09/09,風の精霊,36.90427,138.161817
2026/09/09,風の精霊,37.130969,138.710346
2026/09/09,風の精霊,33.988426,131.193632
2026/09/09,風の精霊,34.707219,134.073579
2026/09/09,風の精霊,34.512564,133.552943
2026/09/09,風の精霊,33.764726,132.811993
2026/09/09,風の精霊,34.145121,133.662397
2026/09/09,風の精霊,33.47515,129.958517
